"","X","Name","Sex","Event","Equipment","Age","AgeClass","BirthYearClass","Division","BodyweightKg","WeightClassKg","Best3SquatKg","Best3BenchKg","Best3DeadliftKg","TotalKg","Place","Dots","Wilks","Glossbrenner","Goodlift","Tested","Country","Date"
"7263",54021,"Gean Oliveira Santos","M","SBD","Raw",27.5,"24-34","24-39","Open",72.3,"74",187.5,125,242.5,555,"3",407.82,405.97,392.88,82.47,"Yes","Brazil","2022-02-17"
"7264",417963,"Demetrius Thomas","M","SBD","Single-ply",21,"20-23","19-23","M-O",59.6,"60",185,100,192.5,477.5,"5",405.26,409.75,400.28,68.98,"Yes","United States of America","2009-03-27"
"7265",545175,"Demerrius Slocum","M","SBD","Raw",35,"35-39","24-39","Open",109,"110",332.5,215,320,867.5,"1",515.57,511.97,489.19,105.27,"no","United States of America","2021-04-17"
"7266",241320,"Josh Harland","M","SBD","Raw",18,"18-19","14-18","M-T3",94.4,"100",157.5,132.5,230,520,"3",328.51,324.39,310.3,67.53,"Yes","Scotland","2018-12-02"
"7267",666231,"Oleg Palyarush","M","SBD","Raw",18,"18-19","14-18","T3",71.8,"75",142.5,115,170,427.5,"2",315.6,314.3,304.26,63.75,"Yes","Ukraine","2013-05-25"
"7268",374884,"Troy Nunley","M","SBD","Wraps",43,"40-44","40-49","mp",66.72,"67.5",155,117.5,185,457.5,"1",355.61,356.06,345.81,70.91,"Yes","United States of America","2017-10-07"
"7269",334549,"Nick Rowland","M","SBD","Wraps",34,"24-34","24-39","M_SCR_APF",120.8,"125",275,200,297.5,772.5,"1",442.68,443.45,424.95,89.54,"no","United States of America","2022-04-23"
"7270",647767,"Damir Hadzalic","M","SBD","Wraps",24,"24-34","24-39","Amateur Open",88.45,"90",249.48,154.22,231.33,635.03,"1",414.26,409.06,392.35,85.15,"Yes","United States of America","2017-01-28"
"7271",745858,"Tatyana Fomina","F","SBD","Single-ply",69.5,"65-69","70-999","Masters 4",61.72,"63",115,52.5,132.5,300,"1",326.74,327.26,289.05,54.8,"Yes","Russia","2016-10-03"
"7272",670340,"Pelle Zackrisson","M","SBD","Single-ply",35.5,"35-39","24-39","Open",104.4,"105",270,200,285,755,"2",456.39,452.07,431.67,77.37,"Yes","Sweden","2013-12-07"
"7273",637177,"Aaron Fenton","M","SBD","Raw",20,"20-23","19-23","Juniors 20-23",95.16,"100",152.5,107.5,187.5,447.5,"2",281.65,278.15,265.99,57.89,"no","United States of America","2014-10-25"
"7274",187444,"Emily Walker #1","F","SBD","Raw",20.5,"20-23","19-23","FR-Jr",79.44,"84",107.5,75,132.5,315,"1",297.85,289.36,253.87,60.87,"Yes","United States of America","2017-01-21"
"7275",425709,"David Rosario","M","SBD","Raw",27,"24-34","24-39","Open",94.95,"100",187.5,137.5,227.5,552.5,"5",348.09,343.75,328.76,71.55,"Yes","United States of America","2021-09-04"
"7276",540193,"Tyler Wilson #10","M","SBD","Raw",22,"20-23","19-23","Open",100,"100",235,165,237.5,637.5,"1",392.39,387.98,370.56,80.53,"no","United States of America","2020-02-08"
"7277",654111,"Maria Pappa","F","SBD","Wraps",33.5,"24-34","24-39","Amateur Open",46.81,"48",108.86,47.63,120.2,276.69,"1",363.71,373.21,332.79,77.01,"Yes","United States of America","2018-08-04"
"7278",218613,"Alayna Rzempoluch","F","SBD","Raw",18.5,"18-19","19-23","FR-C",94.6,"84+",110,50,110,270,"1",235.61,228.87,197.91,48.93,"Yes","United States of America","2018-01-27"
"7279",607733,"Egan Copeland","M","SBD","Raw",19,"18-19","19-23","Open",82,"82.5",147.5,107.5,190,445,"4",302.48,299.2,287.97,61.98,"no","United States of America","2021-08-08"
"7280",256248,"Mika Teramura","F","SBD","Single-ply",59,"55-59","50-59","Masters 2",51.9,"52",130,90,130,350,"1",427.19,436.97,387.37,71.37,"Yes","Japan","2021-04-24"
"7281",234064,"John Payne","M","SBD","Single-ply",18.5,"18-19","19-23","Juniors",88.6,"90",227.5,145,200,572.5,"3",373.14,368.45,353.37,63.71,"Yes","Canada","2010-11-13"
"7282",333297,"Ramona Patterson","F","SBD","Raw",50,"50-54","50-59","Masters 50-54",67.5,"67.5",75,50,115,240,"2",247.77,244.95,216.08,50.34,"Yes","United States of America","2010-08-15"
"7283",138027,"Donald Rogers","M","SBD","Raw",24.5,"24-34","24-39","MR-O",92.1,"93",247.5,150,305,702.5,"1",449.08,443.37,424.51,92.34,"Yes","United States of America","2017-08-05"
"7284",324991,"Tiarna Pearce","F","SBD","Raw",19.5,"20-23","19-23","F-C-Open",51.9,"52",87.5,47.5,87.5,222.5,"5",271.57,277.79,246.25,56.28,"Yes","England","2016-02-27"
"7285",79818,"Andrea Garcia","F","SBD","Raw",18.5,"18-19","19-23","FR-T",60.3,"67.5",95,57.5,140,292.5,"2",323.23,324.85,287,65.89,"Yes","United States of America","2022-10-22"
"7286",635661,"George Pessell","M","SBD","Single-ply",52,"50-54","50-59","Masters 50-54",98.61,"100",300,220,320,840,"1",520.21,514.13,491.18,88.44,"no","United States of America","2011-11-30"
"7287",155497,"Madeline Genuardi","F","SBD","Raw",21.5,"20-23","19-23","FR-G",124.84,"100+",167.5,97.5,155,420,"G",333.45,333.51,282,71.54,"Yes","United States of America","2022-03-26"
"7288",283373,"Brandon Zeh","M","SBD","Raw",21,"20-23","19-23","JR",100,"100",197.31,111.13,238.14,546.58,"1",336.43,332.64,317.71,69.05,"Yes","United States of America","2018-03-24"
"7289",393287,"Igor Parfenov","M","SBD","Raw",14.5,"13-15","14-18","O",65.9,"67.5",115,77.5,135,327.5,"3",256.89,257.47,250.21,51.09,"Yes","Ukraine","2019-12-07"
"7290",530174,"Delvon Manning","M","SBD","Raw",17,"16-17","14-18","Juniors 16-17",85.82,"90",137.5,102.5,165,405,"1",268.44,265.19,254.7,55.13,"no","United States of America","2012-12-15"
"7291",102859,"Ifakorede Riggins","F","SBD","Raw",16.5,"16-17","14-18","FR-T2",66.65,"67.5",105,55,130,290,"1",301.6,298.7,263.55,61.28,"Yes","United States of America","2022-10-08"
"7292",234683,"Jake Mitchell #1","M","SBD","Raw",20.5,"20-23","19-23","Juniors",200,"120+",220,175,225,620,"1",310.17,329.58,307.15,59.77,"Yes","Canada","2020-01-25"
"7293",461782,"Evgeniy Batin","M","SBD","Raw",23.5,"24-34","24-39","Open",114.1,"120",215,150,245,610,"1",356.47,355.19,339.9,72.51,"Yes","Russia","2017-11-16"
"7294",391676,"Kullervo Lampela","M","SBD","Single-ply",37.5,"35-39","24-39","Open",60,"60",200,115,257.5,572.5,"1",483.21,488.27,476.8,82.28,"Yes","Finland","1982-09-18"
"7295",487046,"Daniil Komarov","M","SBD","Raw",24.5,"24-34","24-39","Open",81.3,"83",210,120,212.5,542.5,"4",370.58,366.67,353.04,75.89,"Yes","Russia","2019-04-05"
"7296",81300,"Darren Jackson","M","SBD","Raw",43.5,"40-44","40-49","MR-M1a",114,"125",212.5,132.5,230,575,"2",336.12,334.89,320.47,68.37,"Yes","United States of America","2014-01-25"
"7297",510065,"Michael Brana","M","SBD","Wraps",22,"20-23","19-23","Open",73.26,"75",97.52,77.11,161.03,335.66,"1",244.5,243.18,235.21,49.54,"no","United States of America","2009-02-28"
"7298",324646,"Tony Cliffe","M","SBD","Single-ply",37.5,"35-39","24-39","M-O",126.7,"120+",410,300,360,1070,"1",603.87,608.1,581.69,101.35,"Yes","England","2022-05-28"
"7299",565541,"Jessica Rowland","F","SBD","Raw",27,"24-34","24-39","Open",46.9,"48",77.5,37.5,105,220,"1",288.78,296.33,264.2,61.11,"no","United States of America","2015-09-05"
"7300",393491,"Mehdy Ait Mohamed","M","SBD","Wraps",30,"24-34","24-39","M_OCR_WPC",102.3,"110",220,167.5,295,682.5,"1",416.04,411.71,393.14,85.3,"no","France","2017-04-08"
"7301",202937,"Anthony Fengthong","M","SBD","Raw",26.5,"24-34","24-39","MR-O",101.1,"105",220,150,255,625,"2",382.89,378.73,361.68,78.55,"Yes","United States of America","2019-07-27"
"7302",92267,"Jeff Spawton","M","SBD","Raw",24,"24-34","24-39","MR-O",90.2,"93",232.5,145,260,637.5,"2",411.75,406.52,389.57,84.66,"Yes","United States of America","2017-04-15"
"7303",528321,"Jazmin Culpepper","F","SBD","Raw",36,"35-39","24-39","Submasters 35-39",72.9,"75",102.5,57.5,147.5,307.5,"6",304.08,297.68,262.12,61.87,"Yes","United States of America","2022-05-27"
"7304",118043,"Samuel Smith #5","M","SBD","Raw",22.5,"20-23","19-23","MR-Jr",97.9,"100",227.5,150,237.5,615,"1",382.09,377.56,360.76,78.48,"Yes","United States of America","2023-03-18"
"7305",539447,"Katie Cobbs","F","SBD","Raw",37,"35-39","24-39","Submasters 35-39",82.01,"82.5",137.5,62.5,150,350,"1",325.79,315.97,276.69,66.73,"no","United States of America","2015-02-07"
"7306",711872,"Bartosz Kostuj","M","SBD","Wraps",29,"24-34","24-39","Open",99.4,"100",220,135,265,620,"14",382.62,378.24,361.3,78.55,"no","Poland","2022-10-16"
"7307",470283,"Nurguyana Stepanova","F","SBD","Single-ply",33.5,"24-34","24-39","Open",49.6,"52",70,40,105,215,"1",270.95,277.88,246.85,45.27,"Yes","Russia","2016-06-17"
"7308",91785,"Iden Kilburn","M","SBD","Raw",27.5,"24-34","24-39","MR-O",73.8,"74",197.5,140,247.5,585,"1",424.08,421.61,407.66,86,"Yes","United States of America","2018-05-12"
"7309",311764,"Andrea Ravasi","M","SBD","Raw",45,"45-49","40-49","M-M2",90,"90",220,170,240,630,"1",407.36,402.19,385.46,83.75,"Yes","Italy","2014-03-02"
"7310",196824,"Spencer Stokes","M","SBD","Single-ply",17.5,"18-19","14-18","M-T3",143.8,"120+",310,135,250,695,"1",378.05,386.85,366.94,63.18,"Yes","United States of America","2014-03-28"
"7311",742732,"Sue Hallen","F","SBD","Single-ply",59.5,"55-59","60-69","Masters 3",105.8,"84+",167.5,112.5,162.5,442.5,"2",369.73,362.95,309.48,64.46,"Yes","United States of America","2017-10-01"
"7312",288809,"Michał Kowalczyk","M","SBD","Raw",19,"18-19","19-23","Juniorzy do lat 20",85.8,"93",230,155,222.5,607.5,"2",402.7,397.84,382.11,82.7,"Yes","Poland","2020-09-04"
"7313",702450,"Viktor Naleykin","M","SBD","Single-ply",38.5,"35-39","24-39","Open",119.8,"125",380,210,360,950,"1",545.89,546.39,523.57,91.87,"Yes","Ukraine","1992-05-03"
"7314",102056,"Lexine Funtila","M","SBD","Raw",22.5,"20-23","19-23","MR-Jr",88.35,"90",225,137.5,235,597.5,"3",390.01,385.11,369.4,80.16,"Yes","United States of America","2022-07-23"
"7315",213222,"Kaylee Hennen","F","SBD","Raw",21.5,"20-23","19-23","FR-O",76.3,"84",142.5,85,150,377.5,"1",364.38,355.08,312.13,74.29,"Yes","United States of America","2021-09-18"
"7316",527940,"Nabil Lahlou","M","SBD","Raw",21,"20-23","19-23","Juniors 20-23",67.1,"67.5",220,120,306,646,"1",500.05,500.46,485.92,99.83,"Yes","United States of America","2021-05-22"
"7317",176109,"Scott Grade","M","SBD","Raw",45,"45-49","40-49","MR-M1",72.4,"74",170,127.5,225,522.5,"4",383.59,381.81,369.47,77.59,"Yes","United States of America","2016-10-13"
"7318",403646,"Arnold Coleman","M","SBD","Raw",44.5,"40-44","40-49","M-MW",87.3,"90",292.5,207.5,315,815,"2",535.3,528.67,507.37,110,"no","United States of America","2010-01-30"
"7319",62772,"Luke Hayward","M","SBD","Wraps",34,"24-34","24-39","M_OCR_BPU",98.3,"100",285,210,320,815,"1",505.43,499.48,477.22,103.8,"no","UK","2019-03-30"
"7320",231631,"Ulrike Kruger","F","SBD","Single-ply",48.5,"45-49","40-49","Masters 1",75.3,"82.5",165,67.5,155,387.5,"1",376.62,367.46,323.18,63.85,"Yes","Canada","2010-01-23"
"7321",674296,"Andrea Ruis","F","SBD","Raw",16.5,"16-17","14-18","Sub-Juniors",62.9,"63",105,60,140,305,"1",328.35,327.95,289.59,66.8,"Yes","Peru","2018-07-06"
"7322",287133,"Karolina Nowok","F","SBD","Raw",21,"20-23","19-23","Juniorki do lat 23",51.8,"52",115.5,47.5,117.5,280.5,"2",342.82,350.72,310.93,71.06,"Yes","Poland","2018-09-14"
"7323",55127,"Chloe Simpson","F","SBD","Raw",24.5,"24-34","24-39","F-C-Open",53.5,"57",100,47.5,137.5,285,"3",340.65,347.53,307.76,70.27,"Yes","N.Ireland","2014-09-27"
"7324",451443,"Kadriya Volkova","F","SBD","Single-ply",22.5,"20-23","19-23","Open",47.25,"48",152.5,87.5,152.5,392.5,"2",512.39,525.85,468.57,85.66,"Yes","Russia","2009-03-09"
"7325",56803,"Bryan Barrett #1","M","SBD","Single-ply",52.5,"50-54","50-59","Masters 2",89.06,"90",215,130,230,575,"1",373.78,369.06,353.87,63.81,"Yes","New Zealand","2005-08-13"
"7326",44087,"Aleksandr Tushin","M","SBD","Multi-ply",17,"16-17","14-18","Pro Open",66.5,"67.5",160,100,150,410,"2",319.46,319.95,310.79,54.62,"no","Russia","2009-05-15"
"7327",556536,"Everett Henes","M","SBD","Raw",43,"40-44","40-49","Open",114.9,"125",250,162.5,272.5,685,"8",399.3,398.11,381.07,81.17,"no","United States of America","2019-04-13"
"7328",598741,"Julia Green","F","SBD","Raw",22,"20-23","19-23","Juniors 20-23",65.1,"67.5",112.5,72.5,160,345,"1",363.81,361.53,319.1,73.94,"no","United States of America","2018-02-10"
"7329",188947,"Samuel Prather","M","SBD","Raw",22.5,"20-23","19-23","MR-O",98.5,"105",210,110,200,520,"3",322.19,318.42,304.21,66.17,"Yes","United States of America","2021-07-10"
"7330",358266,"Tapani Pulkkinen","M","SBD","Single-ply",51.5,"50-54","50-59","Masters 2",59.2,"60",170,85,190,445,"2",379.79,384.24,375.5,64.62,"Yes","Finland","1992-07-05"
"7331",255090,"Luboš Urbánek","M","SBD","Single-ply",45.5,"45-49","40-49","Open",85.9,"90",200,130,225,555,"6",367.67,363.22,348.84,62.84,"Yes","Czechia","2000-03-04"
"7332",401998,"Sascha Stendebach","M","SBD","Single-ply",22,"20-23","19-23","Open",87.3,"93",285,200,315,800,"2",525.45,518.94,498.03,89.76,"Yes","Germany","2014-01-25"
"7333",715278,"Ryan Lee #1","M","SBD","Raw",32,"24-34","24-39","M-O",80.8,"83",180,120,217.5,517.5,"3",354.77,351.1,338.15,72.62,"Yes","Ireland","2018-10-20"
"7334",451345,"Maksim Lymar","M","SBD","Single-ply",14.5,"13-15","14-18","Open",55.3,"56",85,50,100,235,"4",212.7,216.6,212.52,36.02,"Yes","Russia","2001-05-20"
"7335",626684,"William Tripp","M","SBD","Raw",57,"55-59","50-59","Masters 55-59",99.8,"100",175,142.5,212.5,530,"1",326.51,322.81,308.33,67.02,"Yes","United States of America","2022-08-06"
"7336",377288,"Nathan Poage","M","SBD","Wraps",20,"20-23","19-23","jr",68.49,"75",135,95,210,440,"1",335.61,335.35,325.31,67.26,"Yes","United States of America","2011-10-08"
"7337",639269,"Emmett Smith","M","SBD","Raw",26,"24-34","24-39","Open",88.3,"90",167.5,120,215,502.5,"6",328.09,323.98,310.77,67.44,"no","United States of America","2018-05-05"
"7338",435281,"Khushbakht Samiev","M","SBD","Raw",21.5,"20-23","19-23","Juniors",62.2,"67.5",95,85,145,325,"4",266.47,268.39,261.57,52.28,"Yes","Russia","2010-11-28"
"7339",40822,"Maksim Voropaev","M","SBD","Raw",19.5,"20-23","19-23","Pro Juniors 20-23",87.9,"90",180,137.5,215,532.5,"1",348.5,344.15,330.18,71.62,"no","Russia","2014-06-21"
"7340",95341,"Heather Hamashima","F","SBD","Raw",54.5,"50-54","50-59","FR-M2",62.4,"63",47.5,37.5,82.5,167.5,"2",181.21,181.2,160.02,36.87,"Yes","United States of America","2018-12-08"
"7341",690973,"Eevart Niinemee","M","SBD","Single-ply",66.5,"65-69","60-69","Masters 3",74.4,"75",130,60,150,340,"6",245.18,243.64,235.49,41.99,"Yes","Estonia","2003-07-02"
"7342",35359,"Emil Iskandarov","M","SBD","Raw",31.5,"24-34","24-39","Amateur Open",88.5,"90",147.5,130,170,447.5,"2",291.84,288.18,276.39,59.99,"no","Russia","2017-02-05"
"7343",561627,"Harry Dwyer","M","SBD","Wraps",26,"24-34","24-39","Open",109.5,"110",347.5,215,345,907.5,"1",538.41,534.81,511.08,109.9,"no","United States of America","2020-10-03"
"7344",10137,"Erin Rayle","F","SBD","Raw",33,"24-34","24-39","Open",86.4,"90",92.5,42.5,97.5,232.5,"1",211.13,204.53,178.43,43.44,"Yes","United States of America","2018-02-03"
"7345",473573,"Aleksey Stepyshev","M","SBD","Single-ply",48,"45-49","40-49","Masters 1",98.5,"105",140,140,150,430,"4",266.43,263.31,251.56,45.3,"Yes","Russia","2012-03-31"
"7346",155272,"Sandy Nguyen","F","SBD","Raw",22.5,"20-23","19-23","FR-C",55.6,"56",122.5,52.5,137.5,312.5,"13",363.95,369.76,327.12,74.71,"Yes","United States of America","2022-03-26"
"7347",138625,"Sheldon Smith","M","SBD","Raw",52.5,"50-54","50-59","MR-M2a",103.3,"105",125,125,195,445,"1",270.17,267.47,255.4,55.36,"Yes","United States of America","2019-02-23"
"7348",589525,"Roy Osborne III","M","SBD","Raw",40,"40-44","40-49","Masters 40-44",141,"140+",220,182.5,252.5,655,"1",358.24,365.63,347.35,71.2,"no","United States of America","2020-06-13"
"7349",660908,"Sebastian Alvarez Nichols","M","SBD","Wraps",30,"24-34","24-39","Open",96.9,"100",190,130,220,540,"13",337.05,332.97,318.24,69.25,"no","Argentina","2021-03-27"
"7350",315754,"Viktor Nesterov","M","SBD","Single-ply",23.5,"24-34","24-39","Open",84.15,"90",280,170,265,715,"9",479,473.43,455.12,81.91,"Yes","Ukraine","2000-02-24"
"7351",195957,"Xuchill Laput","M","SBD","Raw",33.5,"24-34","24-39","MR-O",72.9,"75",237.5,142.5,290,670,"1",489.63,487.14,471.27,99.13,"Yes","United States of America","2022-04-02"
"7352",76024,"Silas Stits","M","SBD","Raw",14.5,"13-15","14-18","MR-T1",65.7,"67.5",132.5,92.5,145,370,"1",290.89,291.62,283.43,57.82,"Yes","United States of America","2022-07-10"
"7353",392742,"Viktor Chernozhukov","M","SBD","Raw",24.5,"24-34","24-39","O",91.5,"100",165,115,130,410,"5",262.93,259.59,248.61,54.06,"Yes","Ukraine","2018-12-08"
"7354",71391,"Robert Digiantomaso","M","SBD","Raw",20.5,"20-23","19-23","MR-Jr",79.4,"83",165,112.5,202.5,480,"5",332.46,329.26,317.36,67.96,"Yes","United States of America","2018-12-08"
"7355",37197,"Kirill Gulevskiy","M","SBD","Raw",28,"24-34","24-39","Pro Open",136,"140",330,195,355,880,"1",486.25,493.95,470.41,97.05,"no","Russia","2015-10-10"
"7356",17844,"Jussi Kangasvieri","M","SBD","Single-ply",29.5,"24-34","24-39","Open",105,"105",335,235,300,870,"1",524.69,519.87,496.43,88.93,"Yes","Finland","2017-10-28"
"7357",10299,"Sarah Heminger","F","SBD","Raw",40,"40-44","40-49","Open",106.5,"90+",162.5,92.5,182.5,437.5,"1",364.69,358.29,305.3,76.8,"Yes","United States of America","2018-05-19"
"7358",87883,"DaQuan Alfred","M","SBD","Raw",18.5,"18-19","19-23","MR-O",80.55,"82.5",170,120,240,530,"3",363.99,360.28,347.03,74.49,"Yes","United States of America","2022-10-15"
"7359",674446,"Walter Gómez","M","SBD","Single-ply",18.5,"18-19","19-23","Juniors",54.5,"56",187.5,110,75,372.5,"3",341.59,348.35,342.09,57.78,"Yes","Ecuador","2008-12-04"
"7360",598720,"Orry Bynum","M","SBD","Raw",30,"24-34","24-39","Open",97.6,"100",232.5,167.5,282.5,682.5,"1",424.61,419.54,400.91,87.22,"no","United States of America","2019-08-03"
"7361",622240,"Ian McKay #1","M","SBD","Raw",32,"24-34","24-39","Open",150,"140+",355,247.5,325,927.5,"1",498.77,513.18,485.22,98.44,"no","United States of America","2021-05-22"
"7362",638693,"Austin Alfaro","M","SBD","Raw",20,"20-23","19-23","Open",73.94,"75",140,95,175,410,"25",296.85,295.09,285.3,60.22,"no","United States of America","2015-03-27"
"7363",547996,"David Zvareck","M","SBD","Raw",30,"24-34","24-39","Open",98.52,"100",235,160,292.5,687.5,"3",425.94,420.95,402.17,87.47,"no","United States of America","2015-02-21"
"7364",106796,"Isabelle Iliev","F","SBD","Single-ply",50.5,"50-54","50-59","F-M2",62,"63",150,127.5,175,452.5,"1",491.46,491.91,434.45,82.44,"Yes","United States of America","2018-05-18"
"7365",238074,"Barry Antoniow","M","SBD","Single-ply",50,"50-54","50-59","Masters 2",91.32,"93",230,228,212.5,670.5,"2",430.41,424.93,407,73.41,"Yes","Canada","2023-02-13"
"7366",102004,"Jonathan Gonzalez","M","SBD","Raw",17.5,"18-19","14-18","MR-T2",75,"75",95,72.5,150,317.5,"8",227.78,226.24,218.6,46.29,"Yes","United States of America","2014-03-09"
"7367",13218,"Kristian Kerola","M","SBD","Raw",19.5,"20-23","19-23","Under 20",90,"93",187.5,137.5,250,575,"2",371.8,367.08,351.81,76.44,"Yes","Finland","2013-03-01"
"7368",641370,"Charlie Krause Jr","M","SBD","Raw",38,"35-39","24-39","Submasters 35-39",94.1,"100",192.5,142.5,230,565,"1",357.47,352.98,337.69,73.49,"no","United States of America","2017-02-11"
"7369",171545,"Bomnorng Tek","M","SBD","Raw",24.5,"24-34","24-39","MR-C",79.6,"83",227.5,160,245,632.5,"1",437.43,433.18,417.47,89.43,"Yes","United States of America","2016-08-05"
"7370",69848,"Savannah Kaminski","F","SBD","Raw",17.5,"18-19","14-18","FR-T3",81.8,"84",107.5,50,137.5,295,"2",274.93,266.68,233.56,56.31,"Yes","United States of America","2018-11-03"
"7371",741459,"Andy van der Lek","M","SBD","Single-ply",21.5,"20-23","19-23","Juniors",67.5,"67.5",200,125,230,555,"12",427.76,427.91,415.37,73.17,"Yes","Netherlands","1988-09-07"
"7372",738050,"Eumenes Souza","M","SBD","Single-ply",40.5,"40-44","40-49","Open",155.6,"120+",365,260,280,905,"13",481.95,498.14,469.01,80.52,"Yes","Brazil","2013-11-04"
"7373",146286,"Rachel Denis","F","SBD","Raw",30.5,"24-34","24-39","FR-O",96.2,"84+",165,85,167.5,417.5,"1",361.82,351.86,303.69,75.28,"Yes","United States of America","2016-11-19"
"7374",589365,"Richard Giglio","M","SBD","Raw",24,"24-34","24-39","Open",73.3,"75",222.5,130,227.5,580,"1",422.33,420.04,406.26,85.57,"no","United States of America","2021-03-27"
"7375",333699,"Andrew Robertson","M","SBD","Multi-ply",27,"24-34","24-39","M_OEM_APF",95.25,"100",260,142.5,257.5,660,"3",415.21,410.05,392.13,70.7,"no","United States of America","2007-12-08"
"7376",124713,"Mavadey Kang","F","SBD","Raw",23.5,"24-34","24-39","FR-Jr",58.1,"60",112.5,45,145,302.5,"1",342.29,345.81,305.68,69.96,"Yes","United States of America","2023-01-07"
"7377",3330,"Valerii Melnyk","M","SBD","Wraps",57.5,"55-59","50-59","Amateur Military/Fire/Police",107.9,"110",220,152.5,220,592.5,"1",353.51,350.81,335.12,72.24,"no","Ukraine","2016-06-10"
"7378",516672,"Myles Boudreaux","M","SBD","Raw",25,"24-34","24-39","Open",108.1,"110",227.5,170,255,652.5,"4",389.03,386.1,368.85,79.48,"no","United States of America","2019-04-06"
"7379",196924,"Aliyah Dean","F","SBD","Raw",21.5,"20-23","19-23","FR-Jr",69.3,"72",125,52.5,165,342.5,"1",348.32,343.12,302.52,70.79,"Yes","United States of America","2019-01-19"
